,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
257,Thu Mar 23 20:50:05 +0000 2023,0.0,selamat pagii unnes genuk rutenya gimana yaa terimakasiiii,1.6390066253264118e+18,in,,0.0,1.0,0.0,piwcious,Transsemarang
258,Wed Mar 08 07:09:36 +0000 2023,0.0,om admin mohon informasi shelter transit k fb terima kasih,1.6333643244703662e+18,in,,0.0,1.0,0.0,achiles388,Transsemarang
259,Tue Mar 07 02:37:54 +0000 2023,0.0,bus koridor iv arah cangkiran jam rencana halte goori rs permata medika ngaliyan terminal cangkiran thanks,1.6329335649029489e+18,in,Indonesia,0.0,1.0,0.0,Asalia_Li,Transsemarang
260,Mon Mar 06 07:26:06 +0000 2023,0.0,lokasi bis app trans semarang kedeteksi,1.6326437022074225e+18,in,do not follow w/o consent.,0.0,1.0,0.0,ex4ms,Transsemarang
261,Sat Mar 04 10:57:33 +0000 2023,0.0,om admin mohon informasi halte transit jl tentara pelajar kor feeder a trims,1.6319721421737902e+18,in,,0.0,1.0,0.0,achiles388,Transsemarang
262,Sat Mar 04 10:35:24 +0000 2023,0.0,admin tri lomba juang halte udinus koridor makasii,1.631966567759229e+18,in,"Seoul, Republic of Korea",0.0,1.0,0.0,mdanseu,Transsemarang
263,Fri Mar 03 02:25:32 +0000 2023,0.0,pagi favehotel diponegoro semarang mangkang koridor transit halte makasih mint,1.6314808996102226e+18,in,"Cilacap, Jawa Tengah",0.0,1.0,0.0,khafidz_02,Transsemarang
264,Wed Mar 01 13:00:59 +0000 2023,0.0,rute rsi stadion jatidiri koridor terima kasih,1.6309160414456054e+18,in,negeri entah brantah,0.0,2.0,0.0,misroppadit,Transsemarang
265,Sun Feb 26 04:01:21 +0000 2023,0.0,nanya rute terminal mangkang unnes makasih,1.6296930720063406e+18,in,,0.0,1.0,0.0,aliasshevrya,Transsemarang
266,Sat Feb 25 02:04:14 +0000 2023,0.0,pagi perumahan jaya terminal sukun pake brt ngga,1.629301211685077e+18,in,,0.0,0.0,0.0,hearttoruto,Transsemarang
267,Thu Feb 23 02:43:45 +0000 2023,0.0,halo bus penggaron arah mangkang jam,1.628586380132774e+18,in,18' entp/esfp,0.0,1.0,0.0,mostuday,Transsemarang
